name,tourism,geometry,latitude,longitude
國立臺灣博物館鐵道部園區,museum,"POLYGON ((121.5104087 25.0489819, 121.5105341 25.0489535, 121.5106699 25.0494377, 121.5107393 25.0494271, 121.5107695 25.0495238, 121.5108657 25.0495532, 121.5105708 25.0496137, 121.5106402 25.0498922, 121.5117324 25.0496703, 121.5117399 25.0496577, 121.5114128 25.0487255, 121.5114298 25.0487206, 121.5113992 25.0486276, 121.5112852 25.0485725, 121.5109105 25.0484543, 121.5109247 25.0484144, 121.5106082 25.0483858, 121.5104548 25.0484409, 121.5103172 25.048667, 121.5104087 25.0489819))",25.049125582003928,121.51101212739374
糖廍文化園區,attraction,"POLYGON ((121.495082 25.0330125, 121.4940686 25.0332157, 121.494113 25.0335398, 121.4942227 25.0337622, 121.4948572 25.0338213, 121.494946 25.0335611, 121.4955935 25.0336037, 121.4956783 25.0330582, 121.495082 25.0330125))",25.03338467922937,121.49485671330295
五分埔商圈,attraction,"POLYGON ((121.5779032 25.0479212, 121.5790473 25.0479934, 121.5793048 25.0480356, 121.5794891 25.0480785, 121.5795823 25.0481115, 121.5798924 25.0478226, 121.5799881 25.0477401, 121.5800371 25.0476322, 121.5800278 25.0475074, 121.5797382 25.0470822, 121.5796542 25.0468961, 121.5796394 25.0468156, 121.5796472 25.0467649, 121.5798363 25.0465407, 121.580042 25.046494, 121.5806022 25.0464709, 121.5805929 25.0454449, 121.5799951 25.0454576, 121.5783544 25.045532, 121.5779293 25.0455484, 121.5779032 25.0479212))",25.046649696240294,121.5790806115796
志生紀念館,museum,"POLYGON ((121.5220341 25.0677664, 121.5222419 25.0676794, 121.5221961 25.0675898, 121.52218 25.0675582, 121.5221537 25.0675692, 121.5221174 25.0675844, 121.5220825 25.067516, 121.5220036 25.0675491, 121.522035 25.0676106, 121.5219687 25.0676384, 121.5220341 25.0677664))",25.06764518603794,121.52209743819128
晴光市場,attraction,"POLYGON ((121.5228735 25.0648884, 121.5229784 25.0641453, 121.5230475 25.0641503, 121.5229855 25.0644463, 121.523009 25.0644726, 121.5242865 25.064435, 121.524362 25.0637535, 121.5244448 25.0637546, 121.5243951 25.0647436, 121.5243787 25.064962, 121.5241662 25.0649537, 121.5242616 25.0645138, 121.5229841 25.0645339, 121.522962 25.0645564, 121.5229289 25.0648917, 121.5228735 25.0648884))",25.06447167580103,121.5239359650954
教育中心,museum,"POLYGON ((121.5819867 24.9979242, 121.5819444 24.9978994, 121.5819243 24.9979188, 121.5818468 24.9978741, 121.5817736 24.9978255, 121.5817907 24.9978038, 121.5817415 24.9977766, 121.5817694 24.9977285, 121.5816711 24.9976743, 121.5817721 24.9975306, 121.5817956 24.9975436, 121.5818567 24.9974573, 121.5817774 24.9974152, 121.5819228 24.9972266, 121.5819999 24.9972706, 121.5820234 24.9972363, 121.5824258 24.9974751, 121.5823947 24.9975165, 121.5824682 24.9975599, 121.5823044 24.9977887, 121.5822312 24.9977433, 121.5821957 24.9977868, 121.5822276 24.9977998, 121.5821268 24.9979436, 121.5820301 24.9978831, 121.5819867 24.9979242))",24.997592018382743,121.58205537394434
華西街,attraction,"LINESTRING (121.4985097 25.0395432, 121.4984593 25.0389101, 121.4984332 25.038581)",25.03906210257384,121.49847141760745
梁實秋故居,museum,"POLYGON ((121.5279158 25.0237426, 121.5279306 25.0238868, 121.5278828 25.0238904, 121.5278804 25.0238506, 121.527831 25.0238543, 121.5278223 25.02375, 121.5279158 25.0237426))",25.02380983772722,121.52787890055595
北師美術館,museum,"POLYGON ((121.5442041 25.0246569, 121.5445794 25.0246301, 121.5445661 25.0244769, 121.5441907 25.0245037, 121.5442041 25.0246569))",25.024566896723208,121.54438507325666
臺北偶戲館,museum,"POLYGON ((121.5611656 25.0476758, 121.5613538 25.0476943, 121.5614691 25.0477057, 121.5614896 25.0475759, 121.5615828 25.0475811, 121.5615158 25.0479209, 121.5611361 25.0478838, 121.5611656 25.0476758))",25.04777823341577,121.56136695151865
瓶蓋工廠台北製造所,attraction,"POLYGON ((121.6037232 25.0537277, 121.6038346 25.0535373, 121.6039634 25.0534795, 121.6041416 25.0532948, 121.6046829 25.0533775, 121.6047692 25.0532382, 121.6050339 25.0532581, 121.605061 25.0530974, 121.6051973 25.053122, 121.6050268 25.0539486, 121.6037232 25.0537277))",25.053573406002975,121.6045581498011
臺北市立天文科學教育館,museum,"POLYGON ((121.518253 25.0961769, 121.518044 25.0960211, 121.5181161 25.0959419, 121.518129 25.0959514, 121.518229 25.0958405, 121.5182435 25.0958513, 121.5182922 25.0957977, 121.5183409 25.095744, 121.5182521 25.0956765, 121.5183811 25.0955374, 121.5184418 25.0955835, 121.5185773 25.0954345, 121.5190865 25.0958141, 121.5189469 25.0959676, 121.5190054 25.0960121, 121.5188764 25.0961512, 121.5187901 25.0960855, 121.5186888 25.0961898, 121.5187071 25.0962038, 121.5186052 25.0963131, 121.5186215 25.0963256, 121.5185532 25.0964007, 121.5183544 25.0962525, 121.5183363 25.0962711, 121.5183543 25.0963075, 121.518362 25.0963468, 121.5183592 25.0963867, 121.5183459 25.0964247, 121.518323 25.0964588, 121.5182917 25.0964869, 121.5182539 25.0965074, 121.5182117 25.0965192, 121.5181677 25.0965214, 121.5181244 25.0965141, 121.5180843 25.0964976, 121.5180497 25.0964728, 121.5180226 25.0964413, 121.5180047 25.0964048, 121.5179969 25.0963655, 121.5179997 25.0963257, 121.518013 25.0962876, 121.518036 25.0962536, 121.5180673 25.0962254, 121.5181051 25.0962049, 121.5181472 25.0961932, 121.5181912 25.0961909, 121.5182345 25.0961983, 121.518253 25.0961769))",25.095980188796627,121.51850871933613
國立臺灣科學教育館,museum,"POLYGON ((121.5172359 25.0959555, 121.517249 25.0959914, 121.5172643 25.09606, 121.5172691 25.0961297, 121.5172633 25.0961994, 121.5172472 25.0962678, 121.5172407 25.096284, 121.5172209 25.0963335, 121.517185 25.0963954, 121.5171401 25.0964522, 121.5170871 25.096503, 121.5170269 25.0965468, 121.5169607 25.0965828, 121.5168898 25.0966103, 121.5168153 25.0966287, 121.5167388 25.0966378, 121.5166616 25.0966374, 121.5165852 25.0966275, 121.516511 25.0966082, 121.5164404 25.09658, 121.5163747 25.0965433, 121.5163151 25.0964989, 121.5162628 25.0964475, 121.5162333 25.0964093, 121.5162186 25.0963902, 121.5161835 25.0963279, 121.5161581 25.0962619, 121.5161428 25.0961934, 121.516138 25.0961236, 121.516141 25.0960961, 121.5160638 25.0961061, 121.516054 25.0960432, 121.5160449 25.0959852, 121.516167 25.0959696, 121.5161862 25.0959199, 121.5162221 25.095858, 121.516267 25.0958011, 121.51632 25.0957503, 121.5163802 25.0957065, 121.5164464 25.0956706, 121.5165174 25.0956431, 121.5165918 25.0956246, 121.5166683 25.0956155, 121.5167455 25.095616, 121.5168219 25.0956259, 121.5168961 25.0956451, 121.5169667 25.0956734, 121.5170324 25.09571, 121.517092 25.0957545, 121.5171444 25.0958058, 121.5171717 25.0958405, 121.5173625 25.095816, 121.517372 25.095877, 121.5173814 25.0959368, 121.5172359 25.0959555))",25.096120267292758,121.51670871830848
中正山觀景臺,viewpoint,"POLYGON ((121.5158052 25.157756, 121.5158233 25.1577284, 121.5158356 25.1577235, 121.5158469 25.1577232, 121.5158571 25.1577279, 121.5158661 25.1577368, 121.5158671 25.1577476, 121.5158647 25.1577584, 121.5159467 25.1578057, 121.5159204 25.1578416, 121.5158813 25.1578189, 121.5158905 25.1578062, 121.5158208 25.1577652, 121.5158052 25.157756))",25.1577796655677,121.51587515149576
四四南村,attraction,"POLYGON ((121.5618327 25.0317093, 121.5621948 25.0316437, 121.5620446 25.0309171, 121.5617013 25.0309997, 121.5616986 25.0312962, 121.5618327 25.0317093))",25.031320895650452,121.5619302484681
金包里城門,attraction,"POLYGON ((121.5779156 25.1664097, 121.5779344 25.1663881, 121.5779383 25.1663908, 121.5779433 25.1663944, 121.5779244 25.166416, 121.5779201 25.1664129, 121.5779156 25.1664097))",25.166402025680178,121.57792944836444
攝影平台,viewpoint,"POLYGON ((121.5132054 25.0394309, 121.5130583 25.0394441, 121.513081 25.0396501, 121.513228 25.0396368, 121.5132054 25.0394309))",25.03954046529301,121.51314316744624
地質標本館,museum,"POLYGON ((121.5373435 25.0144486, 121.5374592 25.0144501, 121.5374577 25.0145439, 121.537342 25.0145424, 121.5373428 25.0144925, 121.5373435 25.0144486))",25.01449625001532,121.53740060050616
芳蘭大厝,attraction,"POLYGON ((121.5481233 25.0134435, 121.5481148 25.0134183, 121.5481002 25.0133752, 121.5480505 25.0132285, 121.5480433 25.0132071, 121.5480565 25.0132034, 121.5480463 25.0131731, 121.5479445 25.0132015, 121.5479542 25.0132303, 121.5479229 25.013239, 121.5479307 25.0132618, 121.547903 25.0132695, 121.5479758 25.0134845, 121.5481233 25.0134435))",25.013335298316903,121.5480102338016
芝山岩展示館,museum,"POLYGON ((121.5318393 25.1035132, 121.5322131 25.103664, 121.5322692 25.1036678, 121.5322906 25.1036231, 121.5322699 25.1036019, 121.5322785 25.1035828, 121.532165 25.1035368, 121.5321614 25.1035444, 121.5318823 25.1034315, 121.5318616 25.1034708, 121.5318393 25.1035132))",25.1035555973707,121.5320699626548
郭子儀紀念堂,museum,"POLYGON ((121.5866579 25.0796796, 121.5864649 25.0796086, 121.5864805 25.0795738, 121.5865226 25.0795893, 121.586545 25.0795392, 121.586651 25.0795782, 121.5866272 25.0796314, 121.5866721 25.0796479, 121.5866579 25.0796796))",25.079607381606717,121.58657610613376
士林夜市,attraction,"POLYGON ((121.5227909 25.0898512, 121.5229856 25.089979, 121.5244437 25.0895732, 121.5251712 25.0893508, 121.5255296 25.090407, 121.5257047 25.0903605, 121.5253384 25.0892997, 121.5255596 25.0892321, 121.5264363 25.0889642, 121.5269212 25.0899482, 121.5271902 25.0898168, 121.5255338 25.0863647, 121.5253285 25.086464, 121.525141 25.086089, 121.5249782 25.0860858, 121.5240611 25.0877321, 121.5231979 25.0892815, 121.5227909 25.0898512))",25.088348946603038,121.52498846632496
華西街観光夜市,attraction,"POLYGON ((121.4984684 25.039956, 121.4986401 25.0399487, 121.4983538 25.0367959, 121.4981924 25.0367996, 121.4982073 25.037108, 121.4983126 25.0382568, 121.4983358 25.0385243, 121.4984684 25.039956))",25.03837762227797,121.49841067947928
臺灣文學館臺北分館,museum,"POLYGON ((121.526547 25.0451238, 121.5266301 25.0454157, 121.5267834 25.0453799, 121.5267478 25.0452547, 121.526667 25.0452736, 121.5266546 25.04523, 121.5267772 25.0452014, 121.5267621 25.0451522, 121.5267422 25.0450782, 121.526547 25.0451238))",25.04524078848393,121.52667052820995
王雲五紀念館,museum,"POLYGON ((121.5355536 25.0248975, 121.5355543 25.0248219, 121.5354102 25.0248208, 121.5354095 25.0248947, 121.5354405 25.024895, 121.5354404 25.0249052, 121.5355236 25.0249058, 121.5355237 25.0248972, 121.5355536 25.0248975))",25.024861573406607,121.53548215379067
南門町三二三,attraction,"POLYGON ((121.5110632 25.0326334, 121.5110702 25.0326348, 121.5110656 25.0326544, 121.5111309 25.032667, 121.5111356 25.0326474, 121.5111429 25.0326488, 121.5111578 25.0325857, 121.511152 25.0325846, 121.5111699 25.0325085, 121.5110896 25.032493, 121.5110688 25.0325812, 121.5110752 25.0325825, 121.5110632 25.0326334))",25.03257899691992,121.51111427733203
寧夏夜市,attraction,"POLYGON ((121.5150842 25.0542946, 121.5146896 25.05432, 121.5145939 25.0544871, 121.5146312 25.0550625, 121.51472 25.0552898, 121.5148094 25.0555212, 121.5149264 25.0558178, 121.5150143 25.0560429, 121.5150445 25.0561201, 121.5151823 25.0566299, 121.5152594 25.0569197, 121.5153347 25.0569153, 121.5154847 25.0569185, 121.5156423 25.0569218, 121.5151916 25.0554432, 121.5153668 25.0553988, 121.5150842 25.0542946))",25.055479519763267,121.51507207701937
草山行館,museum,"POLYGON ((121.5381859 25.154283, 121.5380511 25.1544013, 121.5380647 25.1544139, 121.5380383 25.1544371, 121.5380789 25.154475, 121.5379442 25.1545931, 121.5378771 25.1545304, 121.5379767 25.1544431, 121.5379464 25.1544147, 121.5379771 25.1543877, 121.5379456 25.1543583, 121.5381111 25.1542132, 121.5381399 25.1542401, 121.5381859 25.154283))",25.15439852648635,121.53802686436221
劍潭山觀景台,viewpoint,"POLYGON ((121.5287356 25.0834088, 121.5286738 25.083336, 121.5286906 25.0833244, 121.5287163 25.0833064, 121.5287781 25.0833792, 121.5287356 25.0834088))",25.083357615364996,121.52872596408217
文間山平台,viewpoint,"POLYGON ((121.5498771 25.0899108, 121.5498716 25.0899002, 121.5498626 25.0898956, 121.5498494 25.0898964, 121.5498453 25.0899014, 121.5498276 25.0899046, 121.5498175 25.0899089, 121.5498133 25.0899163, 121.5498133 25.089921, 121.5498154 25.0899253, 121.5498389 25.0899277, 121.5498634 25.0899333, 121.5498848 25.0899423, 121.5498894 25.0899383, 121.5498901 25.0899338, 121.5498844 25.0899295, 121.549877 25.0899253, 121.5498771 25.0899108))",25.08991724652386,121.5498523223707
錢穆故居,attraction,"POLYGON ((121.5479744 25.0940233, 121.5480302 25.0940462, 121.5480891 25.0940703, 121.5480777 25.094093, 121.5480617 25.0940864, 121.5480445 25.0941208, 121.5480382 25.0941182, 121.5480035 25.0941874, 121.5479477 25.0941645, 121.5479505 25.0941588, 121.5479348 25.0941523, 121.5479336 25.0941546, 121.5478588 25.0941239, 121.5478598 25.0941219, 121.5478502 25.0941179, 121.5478757 25.0940668, 121.5478698 25.0940644, 121.5478785 25.0940471, 121.5478971 25.0940547, 121.5478954 25.0940581, 121.5479465 25.0940791, 121.5479744 25.0940233))",25.09410200956922,121.54796860504594
攝手平台,viewpoint,"POLYGON ((121.5731466 25.0271287, 121.573148 25.0271454, 121.5731269 25.0271613, 121.5730973 25.0271296, 121.5731254 25.0271071, 121.5731357 25.0271176, 121.5731466 25.0271287))",25.02713408966311,121.57312549893139
101煙火攝影平台,viewpoint,"POLYGON ((121.5727223 25.0288764, 121.5727926 25.0288425, 121.5727664 25.0287985, 121.572695 25.0288265, 121.5727223 25.0288764))",25.028836355656114,121.57274348950234
永春崗平台,viewpoint,"POLYGON ((121.577025 25.029025, 121.5770086 25.0290306, 121.5770053 25.0290227, 121.5769994 25.0290238, 121.576993 25.0290235, 121.5769874 25.0290229, 121.5769817 25.0290197, 121.576975 25.0290026, 121.5769778 25.0289976, 121.5769811 25.0289931, 121.5769854 25.0289894, 121.5769902 25.0289864, 121.5769869 25.0289784, 121.5770033 25.0289728, 121.577025 25.029025))",25.029004160303455,121.57699920672464
觀景平台,viewpoint,"POLYGON ((121.5226134 25.1747563, 121.5226227 25.1747526, 121.5226328 25.1747485, 121.522621 25.1747247, 121.5226713 25.1747045, 121.5226527 25.1746666, 121.5226285 25.1746763, 121.5226036 25.1746863, 121.5225992 25.1746774, 121.5225951 25.174669, 121.5225745 25.1746773, 121.5226134 25.1747563))",25.174703178853992,121.5226219114495
四平商圈,attraction,"POLYGON ((121.5332179 25.0537257, 121.5347661 25.0537087, 121.5347638 25.0535335, 121.5332155 25.0535506, 121.5332179 25.0537257))",25.05362962324261,121.53399089782825
鸚鵡屋,attraction,"POLYGON ((121.5911721 24.9953119, 121.5912221 24.9953205, 121.5912523 24.9952916, 121.5912382 24.9952472, 121.5911892 24.9952387, 121.5911721 24.9953119))",24.99528096452265,121.59121142586446
兩棲爬蟲動物館,attraction,"POLYGON ((121.5898757 24.9946389, 121.5899656 24.9947192, 121.5899763 24.9947058, 121.590042 24.9947471, 121.5900836 24.9947167, 121.5902016 24.9947751, 121.5902526 24.9946231, 121.5902593 24.9944894, 121.5902056 24.9943375, 121.5900809 24.9943958, 121.5900313 24.9942925, 121.5901614 24.9942621, 121.5901547 24.9941855, 121.5901674 24.9941126, 121.5901795 24.9940628, 121.5901949 24.9940154, 121.5900621 24.9939595, 121.5900702 24.9939473, 121.5900219 24.9939169, 121.5900433 24.9938762, 121.5899294 24.9938233, 121.589859 24.9939521, 121.5898375 24.9940464, 121.5898241 24.9941722, 121.5898362 24.9943034, 121.5898696 24.9944131, 121.5899159 24.9945034, 121.5899247 24.9945569, 121.5899079 24.9946, 121.5898757 24.9946389))",24.994321969360648,121.59002871744144
企鵝館,attraction,"POLYGON ((121.5905865 24.9929295, 121.5904979 24.9929761, 121.590522 24.9930146, 121.5906198 24.9931706, 121.5905864 24.9932031, 121.5905622 24.9933064, 121.5905822 24.9933125, 121.5911793 24.9929963, 121.5911818 24.9929296, 121.5910281 24.9926987, 121.5909507 24.9927382, 121.5910346 24.9928718, 121.5908759 24.9929536, 121.5908156 24.9929847, 121.5907843 24.9929349, 121.5906374 24.9930106, 121.5905865 24.9929295))",24.993027981910718,121.59084815094042
台北故事館,attraction,"POLYGON ((121.5245868 25.0730548, 121.5246607 25.0730849, 121.5246614 25.0730827, 121.5247138 25.0731029, 121.524682 25.0731686, 121.5246641 25.0731715, 121.5246432 25.0731626, 121.5246278 25.0731926, 121.5246173 25.0731886, 121.5246087 25.0732065, 121.52454 25.0731794, 121.5245545 25.0731482, 121.5245307 25.073137, 121.5245468 25.0731034, 121.5245615 25.0731088, 121.5245868 25.0730548))",25.073130681861514,121.52461692977873
紀州庵文學森林,attraction,"POLYGON ((121.5205267 25.0214913, 121.520534 25.021589, 121.5207171 25.0215778, 121.5207099 25.0214801, 121.5205267 25.0214913))",25.021534545632885,121.52062192372063
海芋婚紗廣場觀景台,viewpoint,"POLYGON ((121.5406906 25.1786296, 121.5407496 25.1785794, 121.5406502 25.1784884, 121.5405933 25.1785418, 121.5406906 25.1786296))",25.178559584331428,121.54067096199473
臨江街觀光夜市,attraction,"POLYGON ((121.5540737 25.0303367, 121.5542862 25.0302823, 121.5573732 25.0295284, 121.5572525 25.0293072, 121.5554562 25.0297563, 121.5543195 25.0300363, 121.5541262 25.0292915, 121.5538085 25.0293558, 121.5540354 25.0301697, 121.5534776 25.0303374, 121.5535231 25.0304832, 121.5538792 25.0303884, 121.5540737 25.0303367))",25.029833160482557,121.55518427033229
撫臺街洋樓,museum,"POLYGON ((121.5107619 25.0466838, 121.5108613 25.0466602, 121.510892 25.0467663, 121.5107926 25.04679, 121.5107619 25.0466838))",25.046725079145187,121.51082694339541
夢想館,museum,"POLYGON ((121.5309105 25.0710814, 121.5309346 25.0710902, 121.5309565 25.0711029, 121.5309793 25.0711233, 121.5309963 25.0711478, 121.5310078 25.0711799, 121.5310095 25.0712136, 121.5310029 25.0712425, 121.5309891 25.0712692, 121.5309687 25.0712923, 121.5309497 25.0713066, 121.5309281 25.0713176, 121.5309018 25.0713298, 121.5308743 25.0713372, 121.5308362 25.0713386, 121.5307959 25.0713343, 121.5307551 25.071319, 121.5307099 25.0712837, 121.5306397 25.0712109, 121.5305968 25.0711238, 121.5305807 25.0710542, 121.5305716 25.0709845, 121.5305757 25.0709141, 121.5305906 25.0708416, 121.5306187 25.0707759, 121.5306689 25.070692, 121.5307448 25.0706229, 121.5308271 25.0705815, 121.5309298 25.0705548, 121.531249 25.0705451, 121.5312517 25.0706374, 121.5311364 25.0706447, 121.5309808 25.0706885, 121.5308681 25.0707395, 121.530791 25.0708263, 121.5307525 25.07092, 121.5307608 25.0710116, 121.5307873 25.071101, 121.530818 25.0710854, 121.530852 25.0710772, 121.5308815 25.0710765, 121.5309105 25.0710814))",25.0709267210207,121.53081922512268
未來館,museum,"POLYGON ((121.5314261 25.0714871, 121.5315053 25.0714842, 121.5315414 25.0714801, 121.5315851 25.071471, 121.5316174 25.0714611, 121.5316664 25.0714484, 121.5317227 25.0714271, 121.5317589 25.0714059, 121.5318005 25.0713725, 121.53183 25.0713463, 121.5318474 25.0713251, 121.5318656 25.0712978, 121.5318702 25.0712844, 121.5318834 25.0712894, 121.5319265 25.0713089, 121.532033 25.071216, 121.5321946 25.0713208, 121.5321815 25.0713424, 121.5321679 25.0713691, 121.5321558 25.0713932, 121.5321454 25.0714137, 121.5321213 25.071447, 121.5320949 25.0714746, 121.5320653 25.0714996, 121.5320417 25.0715138, 121.5320224 25.0715259, 121.5320153 25.0715285, 121.5320079 25.0715302, 121.5320014 25.0715304, 121.5319949 25.0715298, 121.531983 25.0715255, 121.5319681 25.0715162, 121.5319604 25.0715143, 121.5319532 25.0715145, 121.5319475 25.0715171, 121.5318144 25.0715953, 121.5316649 25.0716376, 121.5315715 25.0716503, 121.5314665 25.0716292, 121.5314268 25.0715805, 121.5314261 25.0714871))",25.071460023310117,121.53182648205615
天使生活館,museum,"POLYGON ((121.532033 25.071216, 121.5322559 25.0710111, 121.5322518 25.0709812, 121.5322571 25.0709516, 121.5322736 25.0709214, 121.5322996 25.0708974, 121.5323326 25.0708819, 121.5323531 25.0708776, 121.5323741 25.0708767, 121.5324091 25.0708828, 121.5324405 25.0708982, 121.532464 25.0709196, 121.5324799 25.0709462, 121.5324871 25.0709794, 121.5324825 25.071013, 121.532474 25.0710321, 121.5324617 25.0710495, 121.5324402 25.0710684, 121.5324188 25.0710897, 121.5323961 25.0711171, 121.5323652 25.0711488, 121.5321946 25.0713208, 121.532033 25.071216))",25.07109020726426,121.53228301987623
新北投火車站舊站房,museum,"POLYGON ((121.5033456 25.13667, 121.5033602 25.1364543, 121.5034942 25.1364618, 121.5034796 25.1366774, 121.5033456 25.13667))",25.136565873808635,121.50341989490254
休憩平台,attraction,"POLYGON ((121.5762333 24.9799734, 121.5762281 24.9800084, 121.5762465 24.9800535, 121.5763066 24.9801051, 121.5763828 24.9801347, 121.5764593 24.9801365, 121.5764479 24.9800832, 121.5764093 24.9800261, 121.5763325 24.9799876, 121.5762333 24.9799734))",24.980056676570403,121.57634242495364
觀景木棧平台,viewpoint,"POLYGON ((121.529721 25.0113485, 121.5297603 25.0113587, 121.5297893 25.0112968, 121.5299137 25.0112137, 121.5300455 25.0112095, 121.5300465 25.0111705, 121.5299473 25.0111697, 121.5299473 25.0111647, 121.5298995 25.011168, 121.529863 25.0111908, 121.5298664 25.0111978, 121.5297892 25.0112481, 121.5297818 25.0112437, 121.5297457 25.0112678, 121.5297311 25.0113051, 121.5297363 25.0113083, 121.529721 25.0113485))",25.01123687015567,121.52986860168348
李國鼎故居,attraction,"POLYGON ((121.5275722 25.040603, 121.5277417 25.040563, 121.5277822 25.0407039, 121.5277271 25.0407168, 121.5277132 25.0406682, 121.5276469 25.0406838, 121.5276607 25.0407322, 121.5275956 25.0407475, 121.5275797 25.040692, 121.5275966 25.040688, 121.5275722 25.040603))",25.040649156509993,121.5276722164926
饒河街觀光夜市,attraction,"POLYGON ((121.5753744 25.0501482, 121.5740652 25.0501083, 121.5730182 25.0500761, 121.5725988 25.0500738, 121.5724379 25.050346, 121.5733151 25.0505735, 121.5742207 25.0506576, 121.5751103 25.0508033, 121.5761018 25.0509872, 121.5761769 25.0507007, 121.5767562 25.0508417, 121.576716 25.0511454, 121.5774697 25.0512936, 121.5775408 25.050969, 121.5775552 25.0509133, 121.5776312 25.0505367, 121.5777017 25.0501874, 121.5767046 25.0501732, 121.5756217 25.0501561, 121.5753744 25.0501482))",25.050499707449443,121.57547015273586
摩耶精舍(張大千紀念館),museum,"POLYGON ((121.5547987 25.1027369, 121.5550282 25.1029123, 121.5554236 25.1028531, 121.5555787 25.1028209, 121.5552432 25.1025424, 121.5549123 25.1026618, 121.5548609 25.1026542, 121.5547987 25.1027369))",25.102744201114113,121.55516977680736
台北市客家文化會館,museum,"POLYGON ((121.5430721 25.0343703, 121.5431947 25.0343674, 121.5431979 25.0344986, 121.5432048 25.0347252, 121.543076 25.0347282, 121.5430754 25.0347088, 121.5430474 25.0347094, 121.5430383 25.0343905, 121.5430726 25.0343897, 121.5430721 25.0343703))",25.034548491145788,121.54312256871226
國立歷史博物館,museum,"POLYGON ((121.5107993 25.0315335, 121.5108081 25.0314969, 121.5107695 25.0314869, 121.5107759 25.0314652, 121.5108121 25.0313479, 121.5112046 25.0314558, 121.5115698 25.031553, 121.5115306 25.0317024, 121.5114711 25.0316878, 121.5113916 25.0316683, 121.5113878 25.0316844, 121.5112725 25.0317345, 121.5112523 25.0317056, 121.5108633 25.0316083, 121.5108779 25.0315545, 121.5107993 25.0315335))",25.03155143928889,121.51115295628115
青田七六,attraction,"POLYGON ((121.5325339 25.0280199, 121.5325352 25.0279187, 121.5325476 25.0279188, 121.5325476 25.0279151, 121.5327289 25.0279171, 121.5327282 25.0279694, 121.5326415 25.0279684, 121.5326411 25.0280038, 121.532596 25.0280033, 121.5325957 25.0280206, 121.532568 25.028021, 121.5325339 25.0280199))",25.027958298915564,121.53261602683862
