name,tourism,geometry,latitude,longitude
同心池,attraction,"POLYGON ((121.5889349 25.1005132, 121.5889452 25.1005233, 121.588956 25.1005352, 121.5889638 25.1005488, 121.5889711 25.1005602, 121.5889799 25.1005758, 121.5889905 25.1005915, 121.589007 25.1006104, 121.5890241 25.1006253, 121.5890337 25.1006295, 121.5890443 25.1006337, 121.5890558 25.1006343, 121.5890695 25.1006345, 121.5890831 25.1006325, 121.589097 25.1006264, 121.5891093 25.1006189, 121.5891171 25.1006085, 121.5891214 25.1005962, 121.589122 25.100584, 121.5891191 25.1005713, 121.5891145 25.100559, 121.5891079 25.1005439, 121.5891167 25.1005328, 121.5891239 25.1005199, 121.5891273 25.1005091, 121.5891281 25.1004959, 121.5891231 25.1004799, 121.5891162 25.1004686, 121.589106 25.1004585, 121.5890891 25.1004526, 121.5890706 25.1004485, 121.5890476 25.1004466, 121.5890274 25.1004494, 121.5890163 25.1004541, 121.588999 25.1004658, 121.5889818 25.1004767, 121.5889624 25.1004915, 121.5889349 25.1005132))",25.100536806790608,121.58904582071717
南機場夜市,attraction,"POLYGON ((121.5053374 25.0287124, 121.5061344 25.0278668, 121.5067082 25.0283108, 121.5059112 25.0291565, 121.5053374 25.0287124))",25.028511634223502,121.50602279696155
天下為公牌樓,attraction,"LINESTRING (121.5492472 25.1006013, 121.5494644 25.1006912)",25.10064625,121.5493558
竹子湖蓬萊米原種田事務所,museum,"POLYGON ((121.5394607 25.1683772, 121.5396308 25.1683587, 121.5396123 25.1682114, 121.5395402 25.1682175, 121.5395407 25.1682254, 121.5394757 25.1682344, 121.5394708 25.1682005, 121.5394203 25.1682066, 121.5394225 25.16824, 121.5393764 25.168248, 121.5393444 25.1682507, 121.5392609 25.1682565, 121.5392509 25.1682071, 121.5390949 25.1682191, 121.5391039 25.1683049, 121.5391771 25.1682993, 121.5391804 25.168345, 121.5393679 25.1683315, 121.539372 25.1683592, 121.5394108 25.1683566, 121.5394116 25.1683664, 121.5394595 25.1683631, 121.5394607 25.1683772))",25.168287464787543,121.53938609555655
大崙頭山乘風堡,viewpoint,"POLYGON ((121.5854176 25.1090566, 121.5854965 25.1090354, 121.5854617 25.1089293, 121.5853828 25.1089505, 121.5854031 25.1090123, 121.5854176 25.1090566))",25.108992947632803,121.58543965673962
師大商圈,attraction,"POLYGON ((121.5285844 25.0246592, 121.5270121 25.0247965, 121.526811 25.0230557, 121.5274411 25.022987, 121.5273875 25.0226419, 121.527645 25.0225933, 121.5275967 25.0222093, 121.5281761 25.022185, 121.5275806 25.0214801, 121.52794 25.0211885, 121.5285462 25.0221558, 121.5289056 25.0220488, 121.5289217 25.0221218, 121.5291685 25.0221072, 121.5292114 25.0225204, 121.5311372 25.0223794, 121.5312984 25.0236525, 121.5314162 25.0249022, 121.5315115 25.0258189, 121.5315355 25.0261733, 121.5293509 25.026341, 121.5293116 25.0259831, 121.5292168 25.0253931, 121.5293505 25.0247675, 121.5293026 25.0247272, 121.5286106 25.0248001, 121.5285844 25.0246592))",25.023980285662397,121.52939377098275
樹火紀念紙博物館,museum,"POLYGON ((121.5336005 25.0481663, 121.5336548 25.0481656, 121.5336575 25.0483533, 121.5336031 25.0483539, 121.5336005 25.0481663))",25.048259803331543,121.53362897784257
台北圓山公園都市綠化環境教育中心,museum,"POLYGON ((121.5218719 25.0724561, 121.5218715 25.0724835, 121.5218119 25.0724853, 121.5218181 25.0726154, 121.5220293 25.0726095, 121.5220198 25.0723224, 121.5217743 25.0723181, 121.5217735 25.072459, 121.5218719 25.0724561))",25.072460516759445,121.52191004266803
小天空步道,attraction,"LINESTRING (121.595525 24.9686568, 121.5955511 24.9686422, 121.595489 24.9684805, 121.5954072 24.9683104, 121.5953585 24.9682019, 121.5953623 24.9680167, 121.5954408 24.9680163, 121.5954869 24.9679799, 121.5954863 24.9679205, 121.5954372 24.9678911, 121.5955198 24.9678521, 121.595701 24.9678169, 121.5958741 24.967776, 121.5959682 24.9677541, 121.5959629 24.9677099)",24.968078797882757,121.59554735802408
石雕博物館,museum,"POLYGON ((121.5448536 25.1077133, 121.5448803 25.1077226, 121.5449001 25.1077211, 121.5449175 25.1077035, 121.5449168 25.1076803, 121.5449326 25.1076731, 121.5449497 25.1077056, 121.544985 25.1077381, 121.5450465 25.1077357, 121.5451055 25.1077097, 121.5450161 25.1075264, 121.5449726 25.1075178, 121.5449408 25.1075589, 121.5448785 25.1075717, 121.5448486 25.1075919, 121.5448137 25.1075926, 121.5448091 25.1076158, 121.5448536 25.1077133))",25.107639587416916,121.54495981131144
孔二小姐故居,attraction,"POLYGON ((121.5278067 25.0786189, 121.5278236 25.078713, 121.5279319 25.078697, 121.528057 25.0786785, 121.5280136 25.078437, 121.5277201 25.0784803, 121.5277467 25.0786278, 121.5278067 25.0786189))",25.07857153841174,121.52789752662157
臺北市鄉土教育中心,museum,"POLYGON ((121.5034295 25.0367929, 121.5035014 25.0367826, 121.5034679 25.0366292, 121.5034385 25.0366118, 121.5033427 25.036598, 121.5028471 25.03662, 121.5027575 25.036681, 121.5028103 25.0368005, 121.5029075 25.0367219, 121.5032011 25.0367156, 121.5031935 25.0366772, 121.5033622 25.036669, 121.5034295 25.0367929))",25.036674466434523,121.50312563571588
國立故宮博物院,museum,"POLYGON ((121.5471328 25.0993257, 121.5473393 25.0993257, 121.5480876 25.0990835, 121.5504466 25.1003619, 121.5502908 25.1005293, 121.5504344 25.100743, 121.5505509 25.1009517, 121.5505633 25.1011877, 121.5504634 25.1014394, 121.5503257 25.1017093, 121.5502071 25.1020123, 121.5502463 25.1022382, 121.5503635 25.1025159, 121.5503664 25.1026683, 121.5502767 25.1031757, 121.5502006 25.1032244, 121.5501657 25.1033737, 121.5501616 25.1037928, 121.5501148 25.1040692, 121.5498836 25.1040741, 121.5497394 25.1040569, 121.5496034 25.1036603, 121.5493994 25.1035371, 121.5491981 25.1032785, 121.5493774 25.1032342, 121.5491639 25.1027308, 121.5490943 25.1026904, 121.5488591 25.1026001, 121.5487834 25.1027618, 121.5485956 25.1029135, 121.5483197 25.1028867, 121.5480808 25.1028018, 121.5473494 25.1025131, 121.5470098 25.1020967, 121.5474519 25.1013757, 121.5473979 25.1010978, 121.5470536 25.100055, 121.5470732 25.0998216, 121.5471125 25.0996063, 121.5471328 25.0993257))",25.101314573185732,121.54880593639547
北投文物館,museum,"POLYGON ((121.5141763 25.138401, 121.5140221 25.1381412, 121.5141039 25.138072, 121.5141588 25.1380319, 121.5143171 25.1379675, 121.5142876 25.1379226, 121.5145786 25.1377842, 121.5149367 25.1380744, 121.5149002 25.138114, 121.514816 25.1382207, 121.5147657 25.1382583, 121.5144425 25.1383973, 121.5141763 25.138401))",25.13812325045753,121.51447080202375
順益台灣原住民博物館美術分館,museum,"POLYGON ((121.5109042 25.0463423, 121.5110197 25.046316, 121.5110455 25.0464089, 121.5110342 25.0464115, 121.5109301 25.0464353, 121.5109042 25.0463423))",25.04637562640998,121.51097486391963
追思懷念區,attraction,"POLYGON ((121.5152163 25.0403526, 121.5152445 25.0403529, 121.5152086 25.0402487, 121.5151828 25.0402551, 121.5152163 25.0403526))",25.040302336460943,121.51521320947145
台北二二八紀念館,museum,"POLYGON ((121.515439 25.0406743, 121.5156405 25.0406271, 121.5156144 25.0405356, 121.5155973 25.0404757, 121.5156418 25.0404653, 121.5155293 25.040071, 121.5154439 25.040091, 121.5153919 25.0401032, 121.5153062 25.0401233, 121.5153155 25.0401559, 121.5152958 25.0401605, 121.5153146 25.0402264, 121.5153367 25.0402212, 121.5153408 25.0402354, 121.515471 25.0402049, 121.5154761 25.0402227, 121.5154591 25.0402267, 121.5154692 25.0402622, 121.5154869 25.0403242, 121.515469 25.0403284, 121.5154747 25.0403485, 121.5154879 25.0403943, 121.5154808 25.040396, 121.5154831 25.0404039, 121.5155095 25.0404965, 121.5155656 25.0404834, 121.5155702 25.0404998, 121.5155271 25.0405099, 121.5155328 25.0405299, 121.5154063 25.0405595, 121.5154191 25.0406046, 121.5154242 25.0406223, 121.515439 25.0406743))",25.040358133463684,121.51550296127913
翠亨閣,attraction,"POLYGON ((121.5157786 25.0421326, 121.5157518 25.0421384, 121.5157269 25.0421438, 121.5156793 25.042118, 121.5156683 25.0420682, 121.5156924 25.0420251, 121.5157467 25.0420123, 121.5157947 25.0420384, 121.5158077 25.0420858, 121.5157786 25.0421326))",25.04207805754888,121.51573720227329
國立臺灣博物館,museum,"POLYGON ((121.5149101 25.0428728, 121.5148894 25.042873, 121.5148888 25.0428242, 121.5148301 25.0428248, 121.5146927 25.0428262, 121.5146928 25.0428359, 121.514688 25.042836, 121.5146882 25.0428493, 121.51457 25.0428505, 121.5145698 25.042835, 121.5145611 25.0428351, 121.514561 25.0428277, 121.5145531 25.0428278, 121.5145518 25.0427191, 121.5145608 25.042719, 121.5145605 25.0426961, 121.5145602 25.0426736, 121.5145693 25.0426736, 121.5145691 25.0426569, 121.5146844 25.0426557, 121.5146847 25.0426736, 121.5146894 25.0426736, 121.5146895 25.042679, 121.5148877 25.042677, 121.5148871 25.0426272, 121.5149045 25.042627, 121.5149042 25.0426033, 121.5149487 25.0426029, 121.5150044 25.0426023, 121.5150554 25.0426018, 121.5150958 25.0426014, 121.5150961 25.0426248, 121.5151164 25.0426246, 121.515117 25.0426696, 121.5153134 25.0426676, 121.5153133 25.0426619, 121.5153185 25.0426619, 121.5153183 25.0426422, 121.5154397 25.0426409, 121.5154399 25.0426572, 121.5154445 25.0426572, 121.5154447 25.0426721, 121.515445 25.0426967, 121.5154451 25.0427045, 121.5154527 25.0427044, 121.515454 25.0428103, 121.5154488 25.0428103, 121.5154489 25.0428186, 121.5154419 25.0428187, 121.515442 25.0428328, 121.515322 25.042834, 121.5153218 25.0428186, 121.5153179 25.0428187, 121.5153179 25.0428132, 121.5151895 25.0428145, 121.5151184 25.0428153, 121.5151189 25.042854, 121.5151191 25.0428673, 121.5151023 25.0428675, 121.5151026 25.0428887, 121.515005 25.0428897, 121.5149103 25.0428907, 121.5149101 25.0428728))",25.042746378212154,121.51500228177024
弄春池,viewpoint,"POLYGON ((121.5250285 25.0408933, 121.5250171 25.040889, 121.5250164 25.0408805, 121.5250114 25.0408753, 121.524997 25.0408781, 121.5249802 25.0408787, 121.5249715 25.0408756, 121.5249708 25.0408668, 121.5249802 25.0408574, 121.5249829 25.0408374, 121.5250134 25.0408027, 121.5250258 25.0407951, 121.5250382 25.0407909, 121.5250526 25.0407909, 121.5250634 25.0407948, 121.5250724 25.0408037, 121.5250781 25.0408122, 121.5250801 25.0408313, 121.5250855 25.0408398, 121.5250962 25.0408425, 121.5251133 25.0408316, 121.5251224 25.040817, 121.5251344 25.0408033, 121.5251492 25.0407857, 121.5251599 25.0407775, 121.5251713 25.0407778, 121.5251874 25.0407857, 121.5252022 25.0407988, 121.5252028 25.040804, 121.5252022 25.0408088, 121.5251935 25.0408167, 121.5251774 25.0408261, 121.525166 25.0408368, 121.5251519 25.0408465, 121.5251405 25.0408632, 121.5251318 25.0408717, 121.525121 25.0408778, 121.5251123 25.0408793, 121.5251009 25.0408775, 121.5250942 25.0408738, 121.5250821 25.0408659, 121.5250704 25.0408571, 121.5250614 25.0408559, 121.5250567 25.0408574, 121.5250513 25.0408656, 121.5250486 25.0408778, 121.5250439 25.0408875, 121.5250352 25.0408924, 121.5250285 25.0408933))",25.04083540777732,121.52507971273825
闊景平台,viewpoint,"POLYGON ((121.5443974 25.0043118, 121.5445107 25.0042747, 121.5444698 25.0041569, 121.5444329 25.004172, 121.5444296 25.00422, 121.54439 25.0042389, 121.544384 25.0042839, 121.5443974 25.0043118))",25.004243676813193,121.54444630784538
瞭望平台,viewpoint,"POLYGON ((121.5455447 25.0044941, 121.5456352 25.0044437, 121.5455782 25.0043641, 121.545544 25.0043811, 121.5455159 25.0044473, 121.5455447 25.0044941))",25.004430544914413,121.54556957391793
大樹平台,viewpoint,"POLYGON ((121.5468792 25.0042316, 121.5469509 25.0042431, 121.5469911 25.0042176, 121.5469817 25.0041259, 121.5469207 25.004135, 121.5469214 25.0041575, 121.5468751 25.0041951, 121.5468792 25.0042316))",25.004189612953546,121.54693923456047
中正紀念堂,museum,"POLYGON ((121.5215715 25.0353922, 121.5213738 25.0350601, 121.5213651 25.0350644, 121.5211699 25.0351598, 121.5211408 25.0351133, 121.5211099 25.0350615, 121.5210357 25.0349364, 121.5210111 25.0348954, 121.5209818 25.0348435, 121.5211769 25.0347481, 121.5211856 25.0347439, 121.5209856 25.0344078, 121.5214481 25.0341818, 121.5214917 25.0341605, 121.5215659 25.0341243, 121.5216008 25.0341072, 121.5220633 25.0338812, 121.5226492 25.0348656, 121.5221867 25.0350916, 121.5221518 25.0351087, 121.5220776 25.0351449, 121.522034 25.0351662, 121.5215715 25.0353922))",25.034654855412647,121.5217805563807
自由廣場,attraction,"POLYGON ((121.5184776 25.0368938, 121.5185123 25.0368768, 121.5185605 25.0368532, 121.5187088 25.0367808, 121.5187253 25.0368084, 121.5188606 25.0367423, 121.5189076 25.0367551, 121.5189425 25.036738, 121.5189354 25.0367262, 121.5188813 25.0366353, 121.518973 25.0365905, 121.5190646 25.0365457, 121.5191187 25.0366366, 121.5191257 25.0366485, 121.5191607 25.0366314, 121.5191747 25.0365888, 121.5193144 25.0365206, 121.5192979 25.0364929, 121.5194462 25.0364205, 121.5195004 25.0363963, 121.5195292 25.0363799, 121.5194727 25.0362851, 121.5194538 25.0362534, 121.5193409 25.0360637, 121.5192891 25.0359767, 121.519195 25.0358186, 121.519148 25.0357395, 121.5190327 25.0355458, 121.5190115 25.0355102, 121.5189926 25.0354786, 121.5189625 25.0354279, 121.5189317 25.0354425, 121.518901 25.035457, 121.5187526 25.0355295, 121.5187361 25.0355019, 121.5185878 25.0355743, 121.5185408 25.0355616, 121.5184928 25.0355851, 121.5185022 25.0356008, 121.5185516 25.0356839, 121.5184644 25.0357265, 121.5183771 25.0357692, 121.5183278 25.0356861, 121.5183182 25.0356703, 121.5182746 25.0356916, 121.5182605 25.0357342, 121.5181078 25.0358089, 121.5181243 25.0358365, 121.517976 25.035909, 121.5179458 25.0359238, 121.5179105 25.035941, 121.5179458 25.0360003, 121.5179599 25.036024, 121.5179858 25.0360675, 121.5181011 25.0362612, 121.5181434 25.0363324, 121.5182376 25.0364905, 121.5182893 25.0365775, 121.5184023 25.0367673, 121.5184211 25.0367989, 121.5184423 25.0368345, 121.5184776 25.0368938))",25.036159042929498,121.51871907705585
民主大道,attraction,"POLYGON ((121.5194939 25.0363206, 121.5197208 25.0362098, 121.5197294 25.0362055, 121.5197382 25.0362012, 121.5198604 25.0361415, 121.519978 25.0363392, 121.5199943 25.0363287, 121.5200065 25.0363208, 121.5198909 25.0361266, 121.5212872 25.0354444, 121.521266 25.0354088, 121.5212471 25.0353772, 121.5198553 25.0360573, 121.5197423 25.0358675, 121.5210818 25.035213, 121.5210913 25.0352239, 121.5211004 25.0352327, 121.5211111 25.0352394, 121.5211232 25.0352419, 121.5211351 25.0352424, 121.5211483 25.0352398, 121.5211624 25.0352349, 121.5211244 25.035171, 121.5211015 25.0351325, 121.5209718 25.0349146, 121.5209511 25.0348798, 121.520913 25.0348158, 121.5209011 25.0348241, 121.5208904 25.0348323, 121.520885 25.0348438, 121.5208833 25.0348549, 121.5208837 25.0348669, 121.520886 25.0348779, 121.5208889 25.0348888, 121.5195494 25.0355434, 121.5194341 25.0353496, 121.520826 25.0346695, 121.5208048 25.0346339, 121.520786 25.0346023, 121.5193941 25.0352824, 121.519257 25.0350521, 121.5192379 25.035058, 121.5192079 25.0350672, 121.5192319 25.0350858, 121.5193592 25.0352995, 121.5192414 25.0353571, 121.5192326 25.0353613, 121.5192195 25.0353677, 121.5189926 25.0354786, 121.5190115 25.0355102, 121.5190327 25.0355458, 121.5193992 25.0353667, 121.5195145 25.0355604, 121.519148 25.0357395, 121.519195 25.0358186, 121.5192891 25.0359767, 121.5193409 25.0360637, 121.5197074 25.0358846, 121.5198204 25.0360744, 121.5194538 25.0362534, 121.5194727 25.0362851, 121.5194939 25.0363206))",25.035467409426712,121.52012714090614
島頭公園觀景臺,viewpoint,"POLYGON ((121.4655828 25.1104593, 121.465569 25.1103812, 121.4655656 25.1103621, 121.4656901 25.1103388, 121.4656976 25.1104447, 121.4655828 25.1104593))",25.110400369158015,121.46563462922151
台北101,attraction,"POLYGON ((121.5638833 25.0345473, 121.5638708 25.0340092, 121.563864 25.0337137, 121.5638634 25.0336843, 121.5638626 25.0336503, 121.5638583 25.0334672, 121.5639777 25.0334649, 121.5639772 25.0334429, 121.5639763 25.0334021, 121.5640471 25.0334008, 121.5641188 25.0333994, 121.5641197 25.0334403, 121.5641202 25.0334622, 121.5642445 25.0334599, 121.5642464 25.0335443, 121.5644871 25.0335397, 121.5644836 25.0333845, 121.5647106 25.0333802, 121.5647111 25.0333992, 121.5647455 25.0333986, 121.5647448 25.033372, 121.5647445 25.0333585, 121.5647428 25.0332826, 121.5648023 25.0332814, 121.5648611 25.0332803, 121.5648629 25.0333563, 121.5648632 25.0333697, 121.5648638 25.0333963, 121.5648975 25.0333957, 121.5648971 25.0333767, 121.5651216 25.0333724, 121.565127 25.0336073, 121.5651453 25.033607, 121.565233 25.0336053, 121.5652343 25.0336604, 121.5652356 25.0337159, 121.5651478 25.0337176, 121.5651296 25.0337179, 121.565135 25.0339524, 121.5649646 25.0339556, 121.5649697 25.0341766, 121.565062 25.0341748, 121.5650644 25.0342826, 121.5650793 25.0342823, 121.5651312 25.0342813, 121.5651328 25.0343512, 121.5651344 25.0344193, 121.5650824 25.0344203, 121.5650676 25.0344206, 121.5650701 25.0345247, 121.5648657 25.0345286, 121.5648295 25.0345293, 121.5647949 25.03453, 121.5645936 25.0345338, 121.5645919 25.0345528, 121.5645903 25.0345718, 121.5645891 25.034586, 121.5645952 25.0346057, 121.5645646 25.0346063, 121.5644768 25.0346079, 121.5643891 25.0346096, 121.5643551 25.0346102, 121.5643602 25.0345903, 121.5643584 25.0345762, 121.5643559 25.0345574, 121.5643534 25.0345384, 121.5641556 25.0345421, 121.5641195 25.0345428, 121.5640831 25.0345435, 121.5638833 25.0345473))",25.033972620170985,121.5644968458008
LDK58蒸汽火車,attraction,"POLYGON ((121.5179918 25.0477924, 121.5180178 25.0477885, 121.5179828 25.0475928, 121.5179568 25.0475966, 121.5179918 25.0477924))",25.04769258608827,121.51798730087572
市景平台,viewpoint,"POLYGON ((121.5355741 25.1409611, 121.5355777 25.1408985, 121.5355288 25.1409111, 121.535553 25.1409546, 121.5355741 25.1409611))",25.140927332832494,121.5355585418129
雞心崙平台,viewpoint,"POLYGON ((121.5677181 25.16522, 121.567751 25.1652135, 121.5677518 25.1652193, 121.5677538 25.1652265, 121.5677708 25.1652245, 121.5677618 25.1651898, 121.5677586 25.1651728, 121.5677225 25.1651823, 121.5677213 25.1651764, 121.5677207 25.1651698, 121.5677058 25.1651727, 121.5677137 25.165204, 121.5677181 25.16522))",25.165197767652703,121.56773870652462
崗哨觀景臺,viewpoint,"POLYGON ((121.6113559 25.0497847, 121.6113694 25.0497422, 121.6114146 25.0497539, 121.6114011 25.0497965, 121.6113559 25.0497847))",25.049769329425175,121.61138525744835
臺北自來水園區環境教育中心,attraction,"POLYGON ((121.5322891 25.0125096, 121.5323025 25.0124978, 121.5324376 25.0123778, 121.5324398 25.0123798, 121.5324742 25.0123493, 121.5324903 25.012335, 121.5325111 25.0123165, 121.5325259 25.0123034, 121.5325534 25.012279, 121.5325681 25.0122659, 121.5325912 25.0122455, 121.5326064 25.012232, 121.5326386 25.0122034, 121.5325812 25.0121503, 121.5325906 25.0121421, 121.5325208 25.0120775, 121.5325115 25.0120858, 121.5324928 25.0120685, 121.5324665 25.0120919, 121.5323455 25.0121992, 121.5323243 25.012218, 121.5321455 25.0123767, 121.5322891 25.0125096))",25.012286841321313,121.53239423796572
自來水博物館,museum,"POLYGON ((121.5300928 25.0125624, 121.5300972 25.0125663, 121.5300669 25.0125941, 121.5300622 25.0125899, 121.5300487 25.0126037, 121.530035 25.0126191, 121.530022 25.012635, 121.5300099 25.0126514, 121.5299986 25.0126683, 121.5299881 25.0126857, 121.5299785 25.0127035, 121.5300057 25.0127132, 121.5300022 25.0127217, 121.5300105 25.0127245, 121.5299919 25.0127693, 121.5299837 25.0127665, 121.5299802 25.0127749, 121.5299709 25.0127718, 121.5299674 25.0127802, 121.5299217 25.0127646, 121.5299174 25.0127632, 121.5299209 25.0127547, 121.5299104 25.0127512, 121.5299125 25.0127462, 121.529833 25.0127191, 121.529839 25.0127039, 121.5298428 25.0126943, 121.5298448 25.0126891, 121.5298585 25.0126596, 121.529874 25.0126309, 121.5298913 25.0126031, 121.5299102 25.0125762, 121.5299308 25.0125503, 121.529953 25.0125255, 121.529958 25.0125206, 121.5299639 25.0125147, 121.5299768 25.0125019, 121.5300019 25.0124795, 121.5300284 25.0124585, 121.5300562 25.0124389, 121.5300851 25.0124207, 121.5301152 25.012404, 121.5301462 25.0123889, 121.5301782 25.0123754, 121.5301817 25.0123741, 121.5302109 25.0123635, 121.5302443 25.0123534, 121.5302712 25.0124306, 121.5302756 25.0124293, 121.5302788 25.0124379, 121.530288 25.0124351, 121.5303048 25.0124807, 121.5302956 25.0124835, 121.5302989 25.0124927, 121.53029 25.0124954, 121.530293 25.0125036, 121.5302413 25.0125192, 121.5302383 25.012511, 121.530232 25.0125129, 121.530222 25.0124862, 121.5302023 25.0124946, 121.530183 25.0125038, 121.5301641 25.0125138, 121.5301458 25.0125245, 121.530128 25.012536, 121.5301109 25.0125482, 121.5300943 25.0125611, 121.5300928 25.0125624))",25.0125518074456,121.53005425276199
腊葉館,museum,"POLYGON ((121.5089347 25.0318388, 121.5089407 25.0318146, 121.5089515 25.0318168, 121.5089534 25.0318089, 121.5089568 25.0317953, 121.5089616 25.0317756, 121.5089508 25.0317734, 121.5089576 25.0317458, 121.5088793 25.03173, 121.5088323 25.0317206, 121.5088256 25.0317482, 121.5088135 25.0317458, 121.5088034 25.031787, 121.5088155 25.0317894, 121.5088095 25.0318136, 121.5089347 25.0318388))",25.03177975555204,121.50888321725817
馬蹄形平台,viewpoint,"POLYGON ((121.5837255 25.0201958, 121.5837733 25.0202351, 121.5837703 25.0202757, 121.5837509 25.0202752, 121.5837333 25.0202797, 121.5837141 25.0202758, 121.5836989 25.0202667, 121.5836899 25.0202513, 121.5836904 25.020239, 121.5837054 25.0202192, 121.5837255 25.0201958))",25.020243849071743,121.58373235596477
賞機平台ˊ,attraction,"POLYGON ((121.5383618 25.0699706, 121.5384358 25.0699706, 121.5384421 25.0700818, 121.5384304 25.070112, 121.5384123 25.0701243, 121.5383744 25.0701292, 121.5383618 25.0699706))",25.07004459064731,121.53840244290683
頭廷魁文史館,museum,"POLYGON ((121.5741013 24.9947048, 121.5741979 24.994585, 121.5742931 24.9946481, 121.5741965 24.9947679, 121.5741013 24.9947048))",24.994676450000004,121.5741972
美國醫藥助華紀念館 (安齋),museum,"POLYGON ((121.5276542 25.0168016, 121.5278207 25.0168691, 121.5278097 25.0168913, 121.5278534 25.016909, 121.5278395 25.0169372, 121.5278703 25.0169544, 121.5278804 25.0169601, 121.5279066 25.016907, 121.5279016 25.016905, 121.5278973 25.0169032, 121.5279288 25.0168393, 121.5278896 25.0168234, 121.5278998 25.0168028, 121.5277681 25.0167494, 121.527796 25.0166928, 121.5276249 25.0166235, 121.5275855 25.0167034, 121.5276002 25.0167094, 121.5275894 25.0167313, 121.5276723 25.0167648, 121.5276542 25.0168016))",25.016776196766198,121.52775527100859
植物標本館,museum,"POLYGON ((121.5351243 25.0162692, 121.5352554 25.0162711, 121.535254 25.0163538, 121.5352646 25.016354, 121.5352644 25.0163704, 121.5352641 25.0163862, 121.5352534 25.0163861, 121.5352533 25.0163954, 121.5352471 25.0163953, 121.5352453 25.0165022, 121.5352514 25.0165023, 121.5352487 25.0166636, 121.535207 25.016663, 121.5351193 25.0166617, 121.5351215 25.0165326, 121.5351218 25.0165163, 121.5351221 25.0165005, 121.5351254 25.0165005, 121.5351273 25.0163936, 121.5351222 25.0163935, 121.5351243 25.0162692))",25.01646554962039,121.53518721213119
天狗庵史蹟公園,attraction,"POLYGON ((121.5069182 25.1358245, 121.5069048 25.1357505, 121.5065749 25.1356983, 121.5065495 25.1357748, 121.5065789 25.1358203, 121.5066647 25.1358173, 121.5068659 25.1358476, 121.5069182 25.1358245))",25.135776140774365,121.50673019121022
和興炭坑,attraction,"POLYGON ((121.5809372 25.022623, 121.5808903 25.0226211, 121.5808912 25.0226038, 121.5808918 25.0225907, 121.5809387 25.0225926, 121.5809372 25.022623))",25.022606850814654,121.58091451155329
